Loading WEBUI_SECRET_KEY from file, not provided as an environment variable.
Loading WEBUI_SECRET_KEY from /home/ubuntu/.webui_secret_key
INFO  [alembic.runtime.migration] Context impl SQLiteImpl.
INFO  [alembic.runtime.migration] Will assume non-transactional DDL.
INFO  [open_webui.env] 'ENABLE_API_KEY' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_API_KEY_ENDPOINT_RESTRICTIONS' loaded from the latest database entry
INFO  [open_webui.env] 'API_KEY_ALLOWED_ENDPOINTS' loaded from the latest database entry
INFO  [open_webui.env] 'JWT_EXPIRES_IN' loaded from the latest database entry
INFO  [open_webui.env] 'WEBUI_URL' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_SIGNUP' loaded from the latest database entry
INFO  [open_webui.env] 'DEFAULT_PROMPT_SUGGESTIONS' loaded from the latest database entry
INFO  [open_webui.env] 'DEFAULT_USER_ROLE' loaded from the latest database entry
INFO  [open_webui.env] 'PENDING_USER_OVERLAY_TITLE' loaded from the latest database entry
INFO  [open_webui.env] 'PENDING_USER_OVERLAY_CONTENT' loaded from the latest database entry
INFO  [open_webui.env] 'RESPONSE_WATERMARK' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_CHANNELS' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_NOTES' loaded from the latest database entry
INFO  [open_webui.env] 'WEBHOOK_URL' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_COMMUNITY_SHARING' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_MESSAGE_RATING' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_USER_WEBHOOKS' loaded from the latest database entry
WARNI [open_webui.env] 

WARNING: CORS_ALLOW_ORIGIN IS SET TO '*' - NOT RECOMMENDED FOR PRODUCTION DEPLOYMENTS.

INFO  [open_webui.env] 'WEBUI_BANNERS' loaded from the latest database entry
INFO  [open_webui.env] 'SHOW_ADMIN_DETAILS' loaded from the latest database entry
INFO  [open_webui.env] 'TASK_MODEL' loaded from the latest database entry
INFO  [open_webui.env] 'TASK_MODEL_EXTERNAL' loaded from the latest database entry
INFO  [open_webui.env] 'TITLE_GENERATION_PROMPT_TEMPLATE' loaded from the latest database entry
INFO  [open_webui.env] 'TAGS_GENERATION_PROMPT_TEMPLATE' loaded from the latest database entry
INFO  [open_webui.env] 'IMAGE_PROMPT_GENERATION_PROMPT_TEMPLATE' loaded from the latest database entry
INFO  [open_webui.env] 'FOLLOW_UP_GENERATION_PROMPT_TEMPLATE' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_FOLLOW_UP_GENERATION' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_TAGS_GENERATION' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_TITLE_GENERATION' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_SEARCH_QUERY_GENERATION' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_RETRIEVAL_QUERY_GENERATION' loaded from the latest database entry
INFO  [open_webui.env] 'QUERY_GENERATION_PROMPT_TEMPLATE' loaded from the latest database entry
INFO  [open_webui.env] 'ENABLE_AUTOCOMPLETE_GENERATION' loaded from the latest database entry
INFO  [open_webui.env] 'AUTOCOMPLETE_GENERATION_INPUT_MAX_LENGTH' loaded from the latest database entry
INFO  [open_webui.env] 'TOOLS_FUNCTION_CALLING_PROMPT_TEMPLATE' loaded from the latest database entry
INFO  [open_webui.env] Embedding model set: sentence-transformers/all-MiniLM-L6-v2
INFO  [open_webui.env] 'ENABLE_LDAP' loaded from the latest database entry
/home/ubuntu/openwebui-env/lib/python3.12/site-packages/pydub/utils.py:170: RuntimeWarning: Couldn't find ffmpeg or avconv - defaulting to ffmpeg, but may not work
  warn("Couldn't find ffmpeg or avconv - defaulting to ffmpeg, but may not work", RuntimeWarning)
WARNI [langchain_community.utils.user_agent] USER_AGENT environment variable not set, consider setting it to identify your requests.
/home/ubuntu/openwebui-env/lib/python3.12/site-packages/open_webui
/home/ubuntu/openwebui-env/lib/python3.12/site-packages
/home/ubuntu/openwebui-env/lib/python3.12

 ██████╗ ██████╗ ███████╗███╗   ██╗    ██╗    ██╗███████╗██████╗ ██╗   ██╗██╗
██╔═══██╗██╔══██╗██╔════╝████╗  ██║    ██║    ██║██╔════╝██╔══██╗██║   ██║██║
██║   ██║██████╔╝█████╗  ██╔██╗ ██║    ██║ █╗ ██║█████╗  ██████╔╝██║   ██║██║
██║   ██║██╔═══╝ ██╔══╝  ██║╚██╗██║    ██║███╗██║██╔══╝  ██╔══██╗██║   ██║██║
╚██████╔╝██║     ███████╗██║ ╚████║    ╚███╔███╔╝███████╗██████╔╝╚██████╔╝██║
 ╚═════╝ ╚═╝     ╚══════╝╚═╝  ╚═══╝     ╚══╝╚══╝ ╚══════╝╚═════╝  ╚═════╝ ╚═╝


v0.6.14 - building the best AI user interface.

https://github.com/open-webui/open-webui

Fetching 30 files:   0%|          | 0/30 [00:00<?, ?it/s]Fetching 30 files: 100%|██████████| 30/30 [00:00<00:00, 115228.13it/s]
INFO:     Started server process [30214]
INFO:     Waiting for application startup.
2025-08-16 15:25:55.229 | INFO     | open_webui.utils.logger:start_logger:140 - GLOBAL_LOG_LEVEL: INFO - {}
2025-08-16 15:25:55.230 | INFO     | open_webui.main:lifespan:505 - Installing external dependencies of functions and tools... - {}
2025-08-16 15:25:55.255 | INFO     | open_webui.utils.plugin:install_frontmatter_requirements:241 - No requirements found in frontmatter. - {}
2025-08-16 15:26:26.121 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET / HTTP/1.1" 200 - {}
2025-08-16 15:26:26.423 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/immutable/nodes/8.KRxUHFcP.js HTTP/1.1" 200 - {}
2025-08-16 15:26:26.608 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /opensearch.xml HTTP/1.1" 200 - {}
2025-08-16 15:26:26.619 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /static/favicon.ico HTTP/1.1" 200 - {}
2025-08-16 15:26:26.662 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /manifest.json HTTP/1.1" 200 - {}
2025-08-16 15:26:26.734 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/config HTTP/1.1" 200 - {}
2025-08-16 15:26:26.803 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/auths/ HTTP/1.1" 401 - {}
2025-08-16 15:26:26.874 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/immutable/nodes/40.DqZ0RvzH.js HTTP/1.1" 200 - {}
2025-08-16 15:26:26.874 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/immutable/assets/40.DUP86x5U.css HTTP/1.1" 200 - {}
2025-08-16 15:26:28.629 | INFO     | open_webui.models.auths:authenticate_user:131 - authenticate_user: tanner@voutour.com - {}
2025-08-16 15:26:28.960 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "POST /api/v1/auths/signin HTTP/1.1" 200 - {}
2025-08-16 15:26:29.033 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/config HTTP/1.1" 200 - {}
2025-08-16 15:26:29.331 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/chats/archived?page=1&order_by=updated_at&direction=desc HTTP/1.1" 200 - {}
2025-08-16 15:26:29.336 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/changelog HTTP/1.1" 200 - {}
2025-08-16 15:26:29.346 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/channels/ HTTP/1.1" 200 - {}
2025-08-16 15:26:29.357 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/chats/?page=1 HTTP/1.1" 200 - {}
2025-08-16 15:26:29.361 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/users/user/settings HTTP/1.1" 200 - {}
2025-08-16 15:26:29.419 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/chats/all/tags HTTP/1.1" 200 - {}
2025-08-16 15:26:29.423 | INFO     | open_webui.routers.openai:get_all_models:391 - get_all_models() - {}
2025-08-16 15:26:29.423 | INFO     | open_webui.routers.ollama:get_all_models:323 - get_all_models() - {}
2025-08-16 15:26:29.429 | INFO     | open_webui.utils.plugin:install_frontmatter_requirements:241 - No requirements found in frontmatter. - {}
2025-08-16 15:26:29.435 | INFO     | open_webui.utils.plugin:load_function_module_by_id:147 - Loaded module: function_n8n_pipe - {}
2025-08-16 15:26:29.437 | INFO     | open_webui.utils.plugin:install_frontmatter_requirements:241 - No requirements found in frontmatter. - {}
2025-08-16 15:26:29.442 | INFO     | open_webui.utils.plugin:load_function_module_by_id:147 - Loaded module: function_fixxitv2 - {}
2025-08-16 15:26:29.444 | INFO     | open_webui.utils.plugin:install_frontmatter_requirements:241 - No requirements found in frontmatter. - {}
2025-08-16 15:26:29.448 | INFO     | open_webui.utils.plugin:load_function_module_by_id:147 - Loaded module: function_original_pipe - {}
2025-08-16 15:26:29.451 | INFO     | open_webui.utils.plugin:install_frontmatter_requirements:241 - No requirements found in frontmatter. - {}
2025-08-16 15:26:29.455 | INFO     | open_webui.utils.plugin:load_function_module_by_id:147 - Loaded module: function_fixxit_v2_1 - {}
2025-08-16 15:26:29.459 | ERROR    | open_webui.routers.ollama:send_get_request:102 - Connection error: Cannot connect to host localhost:11434 ssl:default [Connect call failed ('127.0.0.1', 11434)] - {}
2025-08-16 15:26:29.460 | ERROR    | open_webui.routers.ollama:send_get_request:102 - Connection error: Cannot connect to host localhost:11434 ssl:default [Connect call failed ('127.0.0.1', 11434)] - {}
2025-08-16 15:26:29.486 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/chats/pinned HTTP/1.1" 200 - {}
2025-08-16 15:26:29.565 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/models HTTP/1.1" 200 - {}
2025-08-16 15:26:29.585 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/folders/ HTTP/1.1" 200 - {}
2025-08-16 15:26:29.586 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/chats/?page=1 HTTP/1.1" 200 - {}
2025-08-16 15:26:29.757 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/configs/banners HTTP/1.1" 200 - {}
2025-08-16 15:26:29.820 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/tools/ HTTP/1.1" 200 - {}
2025-08-16 15:26:29.899 | ERROR    | open_webui.routers.ollama:send_get_request:102 - Connection error: Cannot connect to host localhost:11434 ssl:default [Connect call failed ('127.0.0.1', 11434)] - {}
2025-08-16 15:26:29.900 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /ollama/api/version HTTP/1.1" 500 - {}
2025-08-16 15:26:29.930 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/users/user/settings HTTP/1.1" 200 - {}
2025-08-16 15:26:29.971 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/version/updates HTTP/1.1" 200 - {}
2025-08-16 15:26:29.996 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /api/v1/users/user/settings HTTP/1.1" 200 - {}
2025-08-16 15:26:30.235 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "POST /api/v1/folders/f9846afe-96d8-450e-827e-61dcda3a9ff4/update/expanded HTTP/1.1" 200 - {}
2025-08-16 15:27:26.649 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/version.json HTTP/1.1" 200 - {}
2025-08-16 15:28:27.638 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/version.json HTTP/1.1" 200 - {}
2025-08-16 15:29:28.636 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/version.json HTTP/1.1" 200 - {}
2025-08-16 15:30:29.647 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/version.json HTTP/1.1" 200 - {}
2025-08-16 15:31:30.640 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/version.json HTTP/1.1" 200 - {}
2025-08-16 15:32:24.420 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 209.38.81.27:0 - "GET /.git/config HTTP/1.1" 200 - {}
2025-08-16 15:32:31.651 | INFO     | uvicorn.protocols.http.httptools_impl:send:476 - 72.179.50.137:0 - "GET /_app/version.json HTTP/1.1" 200 - {}
